Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,1001,Research & Development,8,2,Marketing,1,1933,2,Female,77,2,1,Sales Executive,4,Married,4579,21563,5,Y,Yes,11,3,1,80,1,13,2,2,6,1,0,4
20,No,Travel_Rarely,917,Research & Development,5,3,Life Sciences,1,896,1,Male,45,2,1,Manufacturing Director,3,Single,5659,13411,0,Y,No,16,3,1,80,1,22,1,3,13,6,0,2
45,No,Travel_Rarely,698,Sales,25,3,Medical,1,2068,3,Male,49,2,2,Sales Executive,3,Married,7255,18397,5,Y,No,15,3,4,80,1,0,4,4,4,0,4,0
36,No,Travel_Frequently,102,Research & Development,2,3,Other,1,1929,3,Male,77,2,1,Sales Executive,1,Divorced,14938,8887,4,Y,No,12,3,1,80,0,6,3,2,9,5,0,8
41,No,Travel_Rarely,788,Sales,17,3,Medical,1,1787,2,Female,78,2,1,Laboratory Technician,3,Married,8166,12499,0,Y,No,16,3,1,80,0,12,1,2,5,0,0,1
33,No,Travel_Rarely,636,Sales,29,1,Marketing,1,787,1,Male,52,2,2,Laboratory Technician,1,Divorced,6558,17436,0,Y,No,11,3,2,80,1,12,1,3,8,5,0,6
44,No,Non-Travel,697,Research & Development,5,5,Medical,1,495,1,Female,86,3,2,Laboratory Technician,4,Divorced,9837,7683,1,Y,No,18,3,1,80,0,0,0,3,8,6,7,1
40,No,Travel_Frequently,636,Research & Development,17,2,Marketing,1,425,1,Female,77,1,3,Research Scientist,1,Married,6803,3793,0,Y,No,14,3,1,80,0,12,3,2,6,9,7,3
44,No,Travel_Rarely,779,Research & Development,23,4,Life Sciences,1,502,3,Female,51,3,3,Sales Executive,3,Divorced,11072,18385,2,Y,No,11,3,2,80,0,2,1,2,4,3,7,2
38,No,Travel_Rarely,1499,Sales,19,1,Life Sciences,1,1196,2,Male,67,2,4,Laboratory Technician,1,Single,1009,15932,2,Y,No,14,3,3,80,1,4,2,3,9,6,4,9
26,No,Travel_Rarely,793,Research & Development,1,3,Medical,1,1746,2,Male,59,2,2,Research Director,2,Single,1906,3716,0,Y,No,16,3,2,80,0,18,0,2,0,3,0,1
48,No,Travel_Rarely,710,Research & Development,1,3,Medical,1,1352,3,Male,100,1,2,Laboratory Technician,2,Divorced,6205,8707,2,Y,No,11,3,2,80,0,15,4,3,12,6,2,2
28,No,Travel_Rarely,618,Sales,8,2,Technical Degree,1,913,2,Male,41,3,2,Research Scientist,2,Divorced,7379,2094,1,Y,No,15,3,1,80,1,13,5,3,7,9,4,3
42,Yes,Non-Travel,276,Research & Development,1,3,Marketing,1,995,2,Female,100,3,1,Manager,2,Single,10725,22487,0,Y,No,15,3,1,80,0,13,2,2,10,9,0,6
30,No,Travel_Rarely,541,Research & Development,1,1,Marketing,1,501,2,Male,30,2,1,Laboratory Technician,1,Single,13989,11903,3,Y,No,21,3,3,80,0,15,0,2,0,0,0,4
26,No,Travel_Frequently,957,Research & Development,7,3,Medical,1,1278,2,Female,51,3,1,Laboratory Technician,3,Married,12088,16028,5,Y,Yes,12,3,4,80,0,34,0,1,17,7,2,4
47,No,Travel_Rarely,461,Research & Development,1,3,Medical,1,1223,4,Female,58,3,1,Manufacturing Director,1,Divorced,9497,2094,2,Y,Yes,11,3,3,80,0,12,0,2,4,3,0,0
20,Yes,Travel_Frequently,767,Research & Development,13,2,Marketing,1,1515,2,Male,84,2,2,Research Scientist,1,Single,9910,12600,3,Y,No,14,3,1,80,2,17,4,2,0,7,5,9
40,No,Travel_Rarely,352,Research & Development,8,2,Marketing,1,311,2,Male,56,3,3,Research Director,2,Single,1009,13751,1,Y,No,16,3,3,80,0,1,2,2,7,2,0,2
42,No,Travel_Rarely,217,Research & Development,20,3,Technical Degree,1,1756,3,Female,61,2,1,Research Scientist,3,Married,7536,16286,3,Y,No,12,3,3,80,0,13,2,2,6,4,5,0
37,No,Non-Travel,102,Sales,20,3,Other,1,1780,4,Male,48,2,1,Sales Executive,1,Married,10885,2094,4,Y,No,19,3,1,80,0,0,3,2,13,0,5,2
36,No,Travel_Rarely,448,Research & Development,6,4,Life Sciences,1,2068,1,Male,56,2,2,Manufacturing Director,4,Married,8168,16266,6,Y,Yes,23,3,1,80,3,19,2,2,6,11,8,3
23,No,Travel_Rarely,1235,Sales,1,4,Medical,1,1516,3,Male,51,2,1,Sales Executive,3,Married,5251,2094,3,Y,Yes,14,3,2,80,1,9,2,1,7,7,0,0
25,Yes,Travel_Rarely,1033,Research & Development,2,3,Life Sciences,1,818,2,Female,58,1,1,Manufacturing Director,3,Single,9612,19708,0,Y,No,16,3,4,80,0,8,2,3,9,5,0,2
55,No,Travel_Rarely,1369,Research & Development,6,2,Life Sciences,1,1289,3,Male,67,3,1,Manager,2,Single,9900,10029,3,Y,No,18,3,4,80,1,18,0,2,3,6,0,8
25,Yes,Travel_Rarely,620,Sales,6,3,Marketing,1,548,1,Male,100,1,2,Sales Representative,2,Single,5969,26999,4,Y,Yes,14,3,1,80,2,12,2,2,20,0,3,5
38,No,Travel_Rarely,1097,Research & Development,15,3,Life Sciences,1,1602,4,Male,56,3,2,Manufacturing Director,2,Single,12725,20018,9,Y,No,18,3,4,80,1,3,2,1,4,1,0,4
35,No,Travel_Rarely,488,Sales,13,1,Life Sciences,1,164,3,Female,75,2,2,Sales Executive,3,Married,7466,16448,0,Y,No,14,3,1,80,1,19,2,1,7,3,0,4
32,No,Non-Travel,1499,Research & Development,6,3,Marketing,1,978,2,Female,96,1,3,Laboratory Technician,2,Single,1009,2975,3,Y,No,24,3,1,80,1,9,3,3,11,8,0,0
41,No,Non-Travel,582,Research & Development,24,3,Life Sciences,1,933,1,Male,98,3,4,Sales Representative,3,Single,11264,17147,7,Y,Yes,13,3,3,80,0,15,4,2,7,3,1,3
28,No,Travel_Rarely,498,Research & Development,5,2,Marketing,1,844,4,Female,56,2,4,Manager,1,Married,7116,26999,2,Y,No,12,3,4,80,0,14,4,2,11,7,0,4
29,No,Travel_Rarely,656,Research & Development,16,4,Life Sciences,1,1819,2,Female,63,2,3,Manufacturing Director,1,Married,3729,17039,3,Y,No,19,3,3,80,2,11,3,2,1,9,5,5
58,No,Travel_Rarely,514,Research & Development,20,2,Medical,1,849,2,Male,89,1,1,Sales Executive,4,Married,11319,13996,4,Y,No,12,3,3,80,0,11,2,3,0,4,4,8
23,No,Travel_Rarely,956,Research & Development,10,2,Life Sciences,1,708,2,Female,76,3,2,Laboratory Technician,2,Married,4203,19107,4,Y,Yes,17,3,2,80,0,19,2,3,21,0,0,0
41,No,Travel_Rarely,367,Research & Development,11,2,Technical Degree,1,337,3,Male,91,2,1,Research Scientist,3,Single,8659,10510,7,Y,No,14,3,2,80,1,21,4,2,11,3,2,5
57,No,Travel_Rarely,423,Research & Development,10,4,Life Sciences,1,1152,3,Male,58,2,2,Sales Representative,3,Divorced,2605,6082,0,Y,No,11,3,2,80,1,10,3,3,2,2,1,3
42,No,Travel_Rarely,1066,Sales,7,3,Life Sciences,1,1378,3,Male,100,2,2,Research Director,3,Single,4553,26999,0,Y,No,16,3,2,80,0,3,2,3,17,0,5,1
33,No,Travel_Rarely,802,Research & Development,18,1,Life Sciences,1,1030,1,Male,53,2,1,Research Scientist,3,Divorced,8017,17546,0,Y,No,16,4,3,80,1,19,3,2,1,4,0,0
41,No,Travel_Rarely,518,Research & Development,13,2,Life Sciences,1,2066,2,Male,87,3,1,Manufacturing Director,2,Divorced,9486,11290,4,Y,Yes,15,3,1,80,0,7,3,3,17,0,5,1
31,No,Non-Travel,796,Sales,29,3,Life Sciences,1,1616,4,Male,45,3,2,Sales Executive,1,Single,13167,24714,5,Y,No,16,3,3,80,2,10,3,3,9,0,4,3
42,Yes,Travel_Rarely,1288,Research & Development,22,2,Medical,1,791,1,Male,86,2,2,Healthcare Representative,2,Single,10997,2094,6,Y,Yes,11,3,3,80,0,11,5,2,15,4,1,0
45,No,Travel_Rarely,634,Sales,1,4,Technical Degree,1,1432,1,Female,32,3,1,Sales Executive,2,Single,4898,17998,0,Y,No,15,3,4,80,0,0,3,1,2,1,1,10
32,No,Travel_Rarely,471,Research & Development,1,3,Medical,1,1597,3,Male,42,2,1,Human Resources,4,Divorced,1520,11946,5,Y,No,22,3,2,80,0,0,2,2,5,3,1,6
41,Yes,Travel_Rarely,102,Research & Development,15,2,Technical Degree,1,838,2,Male,85,1,1,Sales Representative,1,Divorced,6950,23509,3,Y,No,14,3,3,80,0,12,1,2,4,4,0,2
34,No,Travel_Rarely,847,Sales,22,2,Life Sciences,1,1177,4,Female,60,2,1,Manufacturing Director,1,Single,10353,14054,2,Y,No,18,3,2,80,0,19,6,2,8,10,6,0
53,Yes,Non-Travel,1087,Research & Development,7,1,Medical,1,1076,2,Female,100,4,2,Research Scientist,3,Divorced,6187,12099,2,Y,No,14,3,2,80,1,7,4,2,2,0,5,3
36,No,Travel_Rarely,961,Research & Development,5,2,Life Sciences,1,1254,3,Female,100,1,2,Human Resources,2,Married,3476,3426,7,Y,No,11,3,1,80,1,1,4,3,19,4,6,3
29,No,Travel_Rarely,650,Research & Development,12,3,Technical Degree,1,1,2,Female,49,3,3,Sales Representative,3,Married,4245,25388,1,Y,No,11,3,1,80,0,14,2,4,0,3,0,3
38,Yes,Travel_Frequently,810,Research & Development,15,3,Life Sciences,1,363,2,Female,60,2,2,Research Scientist,3,Single,19999,3771,4,Y,No,14,3,1,80,0,9,2,2,1,8,4,1
29,No,Travel_Rarely,173,Research & Development,9,2,Medical,1,1270,3,Male,100,2,3,Healthcare Representative,4,Single,12099,17076,2,Y,No,13,3,3,80,2,17,2,3,2,0,2,3
41,Yes,Travel_Rarely,1061,Research & Development,1,1,Life Sciences,1,1342,2,Male,69,2,2,Human Resources,1,Single,11175,7816,5,Y,No,11,3,3,80,0,11,2,3,10,7,0,3
41,No,Travel_Frequently,875,Research & Development,5,3,Life Sciences,1,289,1,Male,47,3,2,Laboratory Technician,1,Married,4524,10918,3,Y,No,16,3,2,80,1,9,3,3,10,5,2,3
18,No,Travel_Rarely,666,Research & Development,14,2,Other,1,1152,1,Male,61,1,1,Manufacturing Director,3,Married,9031,21483,1,Y,No,12,3,1,80,0,7,2,4,1,4,0,5
30,No,Travel_Rarely,706,Sales,29,2,Life Sciences,1,1164,4,Female,85,3,3,Healthcare Representative,3,Married,3206,15162,2,Y,No,11,3,1,80,2,23,0,3,0,2,1,1
18,Yes,Travel_Frequently,237,Research & Development,14,4,Life Sciences,1,1242,2,Female,64,1,1,Research Scientist,2,Married,2284,12475,6,Y,No,12,3,3,80,0,4,4,4,4,1,0,5
45,No,Travel_Rarely,1378,Research & Development,17,4,Other,1,1313,2,Female,97,3,1,Manager,4,Married,11802,12979,6,Y,No,19,3,4,80,1,10,2,3,16,6,0,0
37,Yes,Travel_Rarely,712,Sales,8,3,Technical Degree,1,1034,3,Male,30,3,2,Research Scientist,3,Married,8574,8559,7,Y,No,16,4,3,80,0,17,5,3,4,9,0,4
35,No,Travel_Frequently,405,Sales,6,4,Life Sciences,1,999,1,Female,50,3,1,Sales Executive,2,Single,14220,6375,5,Y,No,19,3,2,80,0,21,2,3,9,0,0,2
28,No,Travel_Rarely,600,Research & Development,1,1,Technical Degree,1,219,2,Male,77,3,1,Laboratory Technician,2,Divorced,1009,18081,7,Y,Yes,11,3,3,80,1,3,3,2,13,5,8,3
34,No,Travel_Rarely,1112,Sales,17,4,Life Sciences,1,1139,3,Female,73,2,1,Manufacturing Director,2,Single,6857,26999,7,Y,Yes,12,3,4,80,1,7,1,2,10,4,2,2
47,No,Travel_Rarely,876,Sales,7,5,Life Sciences,1,1704,2,Female,77,2,1,Sales Representative,1,Single,10608,9652,5,Y,No,12,3,1,80,2,15,4,3,2,6,0,6
35,No,Travel_Rarely,664,Research & Development,1,3,Other,1,995,2,Male,51,3,1,Sales Executive,3,Divorced,1915,26391,0,Y,Yes,21,3,3,80,1,4,1,2,10,6,8,7
42,No,Travel_Rarely,559,Sales,1,4,Life Sciences,1,1560,2,Male,60,2,1,Sales Executive,1,Married,4300,26999,6,Y,Yes,12,3,3,80,0,17,3,2,5,0,7,5
34,No,Non-Travel,966,Sales,1,3,Human Resources,1,687,3,Female,61,1,1,Healthcare Representative,2,Divorced,9274,22415,2,Y,No,18,3,1,80,1,21,2,3,7,3,0,1
29,No,Travel_Rarely,1130,Research & Development,25,4,Medical,1,1,3,Female,90,1,1,Manager,3,Single,1111,12608,0,Y,No,20,3,3,80,0,6,4,2,11,6,9,4
25,No,Travel_Frequently,1074,Research & Development,3,2,Marketing,1,1549,4,Female,56,1,3,Research Scientist,4,Divorced,7578,26999,3,Y,No,19,3,2,80,2,23,4,2,19,4,1,6
37,No,Travel_Rarely,400,Sales,7,3,Technical Degree,1,2068,1,Female,39,3,1,Research Director,3,Married,11393,18436,4,Y,No,12,3,4,80,1,6,3,4,9,5,3,5
35,No,Travel_Rarely,782,Research & Development,4,2,Life Sciences,1,1,1,Male,84,2,3,Sales Executive,3,Single,5865,19363,1,Y,Yes,16,3,1,80,0,9,6,4,12,7,3,5
34,No,Travel_Frequently,1261,Sales,3,1,Life Sciences,1,732,3,Male,48,4,1,Sales Executive,3,Married,9458,20070,1,Y,Yes,18,3,1,80,1,14,3,2,8,3,7,5
41,Yes,Travel_Rarely,1050,Sales,7,2,Life Sciences,1,1228,3,Female,51,2,2,Research Scientist,1,Divorced,1082,12829,4,Y,No,11,3,1,80,1,11,1,2,3,6,5,3
33,No,Travel_Frequently,561,Research & Development,11,2,Life Sciences,1,828,2,Male,95,2,1,Sales Executive,4,Married,3449,15252,3,Y,No,11,3,3,80,0,18,2,2,23,2,2,2
41,Yes,Travel_Rarely,174,Sales,7,2,Life Sciences,1,1281,4,Male,48,3,1,Manufacturing Director,3,Divorced,1009,17129,2,Y,No,13,3,1,80,0,9,3,2,5,4,4,10
52,No,Travel_Rarely,915,Sales,3,3,Medical,1,1024,2,Male,57,2,1,Research Scientist,3,Married,6725,12790,4,Y,No,12,3,3,80,0,6,3,3,3,6,10,1
31,No,Travel_Rarely,1441,Research & Development,11,2,Marketing,1,1134,4,Male,56,2,1,Research Scientist,4,Married,9715,8135,6,Y,No,15,3,3,80,0,10,1,3,10,6,0,0
40,No,Travel_Frequently,647,Sales,3,3,Life Sciences,1,842,2,Male,100,2,2,Sales Executive,3,Married,7132,12585,5,Y,No,12,3,3,80,0,7,0,2,7,7,0,6
45,No,Travel_Rarely,804,Sales,9,3,Life Sciences,1,912,1,Male,64,3,2,Sales Executive,1,Married,4802,24380,4,Y,Yes,13,3,2,80,0,21,2,2,5,3,3,4
47,No,Travel_Rarely,787,Research & Development,19,2,Other,1,1457,2,Female,89,3,2,Research Director,2,Single,3648,13022,2,Y,Yes,19,3,3,80,0,20,2,2,0,2,0,4
32,No,Non-Travel,102,Sales,3,2,Medical,1,1186,3,Female,77,3,1,Research Scientist,2,Divorced,8998,2094,3,Y,No,14,3,2,80,1,26,2,3,15,8,1,4
19,No,Travel_Frequently,528,Research & Development,1,3,Medical,1,1503,3,Male,44,1,1,Sales Representative,2,Married,9562,15050,5,Y,Yes,16,3,1,80,1,9,4,3,11,3,0,0
37,No,Travel_Rarely,539,Sales,8,3,Medical,1,1388,2,Male,30,2,1,Research Scientist,2,Married,8958,16734,4,Y,No,13,3,2,80,1,2,0,3,9,4,1,0
26,No,Travel_Frequently,778,Research & Development,11,3,Life Sciences,1,1165,2,Male,37,2,2,Research Scientist,2,Married,12748,26999,0,Y,No,16,3,1,80,1,18,2,2,1,6,4,0
45,Yes,Travel_Rarely,654,Research & Development,1,1,Medical,1,1205,2,Female,100,2,2,Manager,1,Divorced,12352,13839,1,Y,Yes,14,3,3,80,1,11,5,2,15,11,3,6
53,No,Travel_Rarely,1499,Sales,11,3,Life Sciences,1,1513,3,Female,61,3,1,Manager,2,Single,3906,25343,2,Y,No,13,3,2,80,0,13,0,2,13,6,1,3
50,No,Travel_Rarely,552,Sales,20,2,Life Sciences,1,1292,1,Female,100,1,1,Sales Executive,3,Single,2172,15694,0,Y,No,11,3,1,80,0,4,3,3,3,0,0,4
31,No,Travel_Rarely,558,Research & Development,16,1,Medical,1,1115,1,Male,86,2,2,Research Scientist,4,Divorced,6883,14362,1,Y,No,15,3,3,80,0,7,1,2,14,4,0,4
53,No,Travel_Rarely,884,Research & Development,14,3,Life Sciences,1,1323,2,Male,80,1,2,Manufacturing Director,1,Single,4228,8072,1,Y,No,20,3,3,80,0,12,3,3,7,0,1,4
45,No,Travel_Frequently,774,Research & Development,14,2,Medical,1,340,3,Male,100,1,2,Laboratory Technician,4,Single,6988,17779,5,Y,No,12,3,1,80,1,13,3,3,7,0,0,8
32,No,Travel_Frequently,1066,Research & Development,1,2,Life Sciences,1,1150,1,Male,72,2,1,Manager,1,Married,8265,10821,3,Y,No,15,3,2,80,1,23,1,2,10,6,2,3
35,No,Travel_Rarely,742,Research & Development,8,2,Medical,1,729,1,Male,86,2,4,Sales Representative,3,Married,4696,17293,6,Y,No,17,3,4,80,0,27,1,2,5,2,0,0
41,No,Non-Travel,1499,Research & Development,14,2,Marketing,1,1,1,Female,70,3,2,Sales Executive,2,Married,4607,17595,0,Y,No,14,3,4,80,0,11,0,3,15,0,8,7
33,No,Travel_Rarely,1128,Research & Development,1,2,Life Sciences,1,1314,1,Male,58,3,2,Research Scientist,1,Single,1581,15459,3,Y,No,13,3,2,80,0,19,5,4,0,5,4,2
31,No,Travel_Rarely,786,Research & Development,11,2,Life Sciences,1,254,1,Male,45,3,2,Manufacturing Director,2,Married,8382,26999,0,Y,No,11,3,2,80,1,14,2,3,7,7,4,5
51,No,Travel_Rarely,676,Sales,1,2,Other,1,1,3,Male,100,2,3,Laboratory Technician,2,Divorced,6721,18924,2,Y,No,12,3,3,80,2,16,2,3,10,1,0,5
46,Yes,Travel_Frequently,1083,Research & Development,8,3,Medical,1,588,3,Male,56,4,2,Research Scientist,2,Single,11416,14519,4,Y,No,16,3,3,80,1,8,3,2,0,1,8,0
49,No,Travel_Rarely,1499,Human Resources,1,2,Life Sciences,1,1975,3,Female,63,3,1,Healthcare Representative,1,Married,7254,26999,2,Y,No,12,3,3,80,1,19,4,4,17,9,2,6
40,No,Travel_Rarely,836,Sales,15,2,Life Sciences,1,1197,2,Female,32,2,2,Research Director,2,Single,10155,14061,1,Y,No,17,3,2,80,0,22,2,3,10,6,0,3
18,No,Travel_Rarely,844,Research & Development,1,4,Technical Degree,1,1093,1,Male,79,2,3,Laboratory Technician,2,Married,4384,4116,2,Y,Yes,11,3,2,80,1,21,3,2,2,3,0,4
37,No,Travel_Rarely,557,Sales,4,2,Life Sciences,1,177,4,Male,58,3,3,Human Resources,1,Divorced,8637,15447,4,Y,No,18,3,1,80,0,14,2,3,12,5,0,10
38,Yes,Travel_Rarely,1370,Research & Development,13,1,Other,1,886,3,Male,46,1,1,Laboratory Technician,2,Single,9928,13804,1,Y,No,16,3,2,80,1,2,3,2,1,12,6,6
45,No,Travel_Rarely,1421,Research & Development,9,2,Medical,1,551,1,Male,36,3,2,Healthcare Representative,1,Married,9490,17099,6,Y,No,23,3,2,80,0,12,0,4,4,0,5,6
44,No,Travel_Frequently,1013,Sales,5,3,Life Sciences,1,991,1,Male,40,3,3,Sales Executive,2,Married,13263,23315,3,Y,Yes,11,3,3,80,2,12,4,1,1,4,0,8
28,No,Travel_Frequently,284,Research & Development,7,2,Life Sciences,1,438,3,Male,71,2,1,Sales Executive,3,Single,2957,8005,0,Y,Yes,12,3,2,80,1,25,3,2,7,2,0,12
32,No,Travel_Rarely,1163,Sales,16,4,Life Sciences,1,589,2,Male,74,3,2,Research Scientist,1,Married,5786,18988,3,Y,No,11,3,2,80,0,19,1,2,3,7,6,7
30,No,Travel_Rarely,1070,Research & Development,5,2,Medical,1,343,1,Male,66,3,3,Laboratory Technician,3,Married,5941,7398,2,Y,No,11,3,3,80,0,5,3,3,15,0,0,5
34,No,Travel_Frequently,1284,Research & Development,3,4,Life Sciences,1,2068,3,Female,69,1,1,Sales Executive,1,Married,11504,13986,1,Y,No,13,3,3,80,0,16,4,2,0,6,0,0
43,No,Travel_Rarely,372,Sales,4,1,Life Sciences,1,1,3,Female,85,3,2,Sales Representative,1,Married,3475,9553,0,Y,No,13,3,2,80,0,7,1,3,4,5,0,4
37,No,Travel_Rarely,1018,Sales,13,3,Medical,1,1583,2,Male,88,3,1,Manufacturing Director,2,Divorced,10960,8751,5,Y,No,13,3,1,80,0,14,3,2,2,0,0,10
27,No,Travel_Rarely,381,Research & Development,9,2,Medical,1,611,1,Male,63,2,1,Laboratory Technician,3,Single,5283,15024,7,Y,No,15,3,1,80,1,11,0,2,4,6,1,2
33,No,Travel_Frequently,657,Research & Development,11,3,Technical Degree,1,87,3,Male,42,2,2,Research Scientist,2,Divorced,8379,8746,2,Y,No,17,3,1,80,0,1,3,2,4,8,7,0
36,Yes,Travel_Rarely,1005,Research & Development,13,3,Life Sciences,1,821,3,Male,61,2,1,Manufacturing Director,3,Married,2620,22279,7,Y,No,14,3,3,80,1,9,2,3,9,0,2,1
47,Yes,Travel_Rarely,468,Research & Development,19,1,Life Sciences,1,1652,1,Female,62,1,4,Sales Executive,2,Married,5603,18723,2,Y,No,15,3,2,80,0,8,2,2,11,4,0,6
